Volume [m^3],Pressure [Pa],Velocity [m/s]
2.62E-07,201251.415,0.115763229
2.62E-07,200772.255,0.110893454
2.62E-07,201226.808,0.115625887
2.62E-07,200743.523,0.110591632
3.42E-07,201245.601,0.064692755
3.42E-07,201249.933,0.109116328
3.42E-07,200765.613,0.047153307
3.42E-07,200771.116,0.106751089
3.42E-07,201226.078,0.061735983
3.42E-07,201228.615,0.116179152
3.42E-07,200743.694,0.044012781
3.42E-07,200748.544,0.130830074
7.71E-08,200460.068,0.109827866
7.71E-08,200428.037,0.107074821
1.01E-07,200450.827,0.061680812
1.01E-07,200455.324,0.05172485
1.01E-07,200427.225,0.024923094
1.01E-07,200432.865,0.054993278
2.62E-07,201211.442,0.105236296
2.62E-07,200726.812,0.09582823
2.62E-07,201210.735,0.089787867
2.62E-07,200729.699,0.068915033
3.42E-07,201212.09,0.06988224
3.42E-07,201213.02,0.118458893
3.42E-07,200729.745,0.0600594
3.42E-07,200731.273,0.150503588
3.42E-07,201197.93,0.0790264
3.42E-07,201204.143,0.110391762
3.42E-07,200720.377,0.07972536
3.42E-07,200722.381,0.1622261
7.71E-08,200411.528,0.089935811
7.71E-08,200414.639,0.059241974
1.01E-07,200413.346,0.023152316
1.01E-07,200415.418,0.081945877
1.01E-07,200406.261,0.046714018
1.01E-07,200407.113,0.10983288
3.42E-07,201257.881,0.137425952
3.42E-07,201268.917,0.170623898
3.42E-07,200783.403,0.146208972
3.42E-07,200799.448,0.19316541
3.42E-07,201231.203,0.137425005
3.42E-07,201234.399,0.170648218
3.42E-07,200754.444,0.174936659
3.42E-07,200760.747,0.223674275
3.42E-07,201275.408,0.213743225
3.42E-07,201271.227,0.236451033
3.42E-07,200805.888,0.250236588
3.42E-07,200811.584,0.285419709
3.42E-07,201236.481,0.213618484
3.42E-07,201232.924,0.244233763
3.42E-07,200764.662,0.285252891
3.42E-07,200762.81,0.329815517
1.01E-07,200468.557,0.052822042
1.01E-07,200486.5,0.059774889
1.01E-07,200439.771,0.075609332
1.01E-07,200446.493,0.101346645
1.01E-07,200490.619,0.095656187
1.01E-07,200501.793,0.120989633
1.01E-07,200450.521,0.145445409
1.01E-07,200449.634,0.198596174
3.42E-07,201213.806,0.129590766
3.42E-07,201214.514,0.159972535
3.42E-07,200733.824,0.194516556
3.42E-07,200737.238,0.241799385
3.42E-07,201203.275,0.116435274
3.42E-07,201203.232,0.146330581
3.42E-07,200725.39,0.206043078
3.42E-07,200729.435,0.250131032
3.42E-07,201216.119,0.200754436
3.42E-07,201213.952,0.232148312
3.42E-07,200740.97,0.302829189
3.42E-07,200746.098,0.353546621
3.42E-07,201204.396,0.184207177
3.42E-07,201204.945,0.213560038
3.42E-07,200733.655,0.310076123
3.42E-07,200733.095,0.366716172
1.01E-07,200418.133,0.107462046
1.01E-07,200422.766,0.145449012
1.01E-07,200411.511,0.134845503
1.01E-07,200419.993,0.18718171
1.01E-07,200427.21,0.187808094
1.01E-07,200440.826,0.262943679
1.01E-07,200427.69,0.228863604
1.01E-07,200423.567,0.297524002
2.62E-07,203157.663,0.10684749
2.62E-07,202665.108,0.102833949
2.62E-07,203153.514,0.098221519
2.62E-07,202661.843,0.089889137
3.42E-07,203156.328,0.054966753
3.42E-07,203157.333,0.037201751
3.42E-07,202663.614,0.052070915
3.42E-07,202666.412,0.029629686
3.42E-07,203153.884,0.062343139
3.42E-07,203154.311,0.04444781
3.42E-07,202662.432,0.064225929
3.42E-07,202662.647,0.04278472
2.62E-07,202175.196,0.09774855
2.62E-07,201687.197,0.089330126
2.62E-07,202174.488,0.076146735
2.62E-07,201688.399,0.062694521
3.42E-07,202170.891,0.056364524
3.42E-07,202173.768,0.036188668
3.42E-07,201682.368,0.063458663
3.42E-07,201683.635,0.054054495
3.42E-07,202172.668,0.060329571
3.42E-07,202170.785,0.042613185
3.42E-07,201684.809,0.055241146
3.42E-07,201681.78,0.045483061
2.62E-07,203150.527,0.085599463
2.62E-07,202659.817,0.061274003
2.62E-07,203146.531,0.063086523
2.62E-07,202655.593,0.02845856
3.42E-07,203151.923,0.067399749
3.42E-07,203151.291,0.049825545
3.42E-07,202660.473,0.054779909
3.42E-07,202658.745,0.039303249
3.42E-07,203148.213,0.058028636
3.42E-07,203148.806,0.046672505
3.42E-07,202656.352,0.030863099
3.42E-07,202656.215,0.026138475
2.62E-07,202171.116,0.042002596
2.62E-07,201684.806,0.040449082
2.62E-07,202167.985,0.028302979
2.62E-07,201682.29,0.039050137
3.42E-07,202171.238,0.03973431
3.42E-07,202168.721,0.029898202
3.42E-07,201683.34,0.041870197
3.42E-07,201680.668,0.036682948
3.42E-07,202167.864,0.025014947
3.42E-07,202166.821,0.015148552
3.42E-07,201681.341,0.037864955
3.42E-07,201679.584,0.031658541
3.42E-07,203154.493,0.036629455
3.42E-07,203151.821,0.032413947
3.42E-07,202665.041,0.02611231
3.42E-07,202663.299,0.023173013
3.42E-07,203152.046,0.043681184
3.42E-07,203148.907,0.038317713
3.42E-07,202661.641,0.034773993
3.42E-07,202659.949,0.033011261
3.42E-07,203150.108,0.034799242
3.42E-07,203148.459,0.044109175
3.42E-07,202661.805,0.024760501
3.42E-07,202660.59,0.046686504
3.42E-07,203146.401,0.024027523
3.42E-07,203144.954,0.024555628
3.42E-07,202658.543,0.017733292
3.42E-07,202657.652,0.025403567
3.42E-07,202174.586,0.015978302
3.42E-07,202173.934,0.00647109
3.42E-07,201684.74,0.034836899
3.42E-07,201684.766,0.035183563
3.42E-07,202171.15,0.020962466
3.42E-07,202170.329,0.012321289
3.42E-07,201681.825,0.03102735
3.42E-07,201681.935,0.031061627
3.42E-07,202173.084,0.023309688
3.42E-07,202172.681,0.053434737
3.42E-07,201684.747,0.058800496
3.42E-07,201684.813,0.084646947
3.42E-07,202170.06,0.008348046
3.42E-07,202170.113,0.036791698
3.42E-07,201682.367,0.049082611
3.42E-07,201683.676,0.070002705
3.42E-07,203149.945,0.047647753
3.42E-07,203148.359,0.04493233
3.42E-07,202658.321,0.032078502
3.42E-07,202658.221,0.033152829
3.42E-07,203149.38,0.045157556
3.42E-07,203149.344,0.043430434
3.42E-07,202656.702,0.025613047
3.42E-07,202657.654,0.030208144
3.42E-07,203146.873,0.031896051
3.42E-07,203145.672,0.01630405
3.42E-07,202657.988,0.024474229
3.42E-07,202657.518,0.009306602
3.42E-07,203148.658,0.036714342
3.42E-07,203147.694,0.027713216
3.42E-07,202658.453,0.026608433
3.42E-07,202658.508,0.017443431
3.42E-07,202168.169,0.012463907
3.42E-07,202168.12,0.010263666
3.42E-07,201679.697,0.028772722
3.42E-07,201680.022,0.031226537
3.42E-07,202166.63,0.001950512
3.42E-07,202167.631,0.008395242
3.42E-07,201678.954,0.02856238
3.42E-07,201679.498,0.033911865
3.42E-07,202168.665,0.002680094
3.42E-07,202168.897,0.024579188
3.42E-07,201680.898,0.045079644
3.42E-07,201683.028,0.060246211
3.42E-07,202168.822,0.009388865
3.42E-07,202170.229,0.021386712
3.42E-07,201681.204,0.044968666
3.42E-07,201683.682,0.055608608
2.62E-07,201206.925,0.066370341
2.62E-07,200728.53,0.03561238
2.62E-07,201204.227,0.047281393
2.62E-07,200722.603,0.026218195
3.42E-07,201200.808,0.07769651
3.42E-07,201198.28,0.094984438
3.42E-07,200723.151,0.091575907
3.42E-07,200720.002,0.165881
3.42E-07,201199.868,0.06775226
3.42E-07,201194.788,0.078895669
3.42E-07,200719.809,0.097541661
3.42E-07,200715.287,0.166776453
7.71E-08,200413.281,0.023317536
7.71E-08,200407.546,0.009896522
1.01E-07,200409.335,0.066047047
1.01E-07,200408.674,0.138399904
1.01E-07,200405.871,0.080758877
1.01E-07,200404.158,0.156685377
2.62E-07,201199.72,0.04048747
2.62E-07,200717.702,0.033521532
2.62E-07,201197.489,0.042785141
2.62E-07,200713.56,0.037903374
3.42E-07,201196.356,0.059684969
3.42E-07,201193.568,0.066292822
3.42E-07,200715.338,0.097098881
3.42E-07,200710.051,0.165478553
3.42E-07,201195.371,0.055059933
3.42E-07,201193.673,0.059389539
3.42E-07,200710.829,0.089157463
3.42E-07,200708.982,0.158665656
7.71E-08,200404.352,0.028583462
7.71E-08,200400.259,0.037804458
1.01E-07,200403.258,0.094702349
1.01E-07,200397.613,0.159461418
1.01E-07,200400.138,0.100545985
1.01E-07,200396.729,0.154270759
3.42E-07,201197.077,0.103444502
3.42E-07,201197.28,0.13476829
3.42E-07,200719.036,0.210420247
3.42E-07,200718.988,0.253293817
3.42E-07,201194.28,0.09314091
3.42E-07,201194.223,0.127412297
3.42E-07,200711.236,0.213333007
3.42E-07,200710.99,0.255998403
3.42E-07,201197.729,0.170315628
3.42E-07,201199.738,0.195950081
3.42E-07,200721.068,0.312729944
3.42E-07,200722.473,0.377769117
3.42E-07,201194.058,0.161279575
3.42E-07,201194.675,0.183339374
3.42E-07,200712.942,0.313410951
3.42E-07,200717.05,0.385945536
1.01E-07,200410.011,0.165387268
1.01E-07,200409.132,0.210886124
1.01E-07,200400.913,0.187751279
1.01E-07,200399.439,0.213546383
1.01E-07,200411.129,0.252491402
1.01E-07,200411.728,0.305392209
1.01E-07,200400.668,0.249002492
1.01E-07,200405.36,0.305501286
3.42E-07,201192.853,0.086528896
3.42E-07,201192.925,0.123575713
3.42E-07,200707.875,0.216720964
3.42E-07,200708.087,0.257642339
3.42E-07,201192.588,0.082974502
3.42E-07,201193.087,0.121108816
3.42E-07,200707.887,0.2190821
3.42E-07,200708.649,0.259230862
3.42E-07,201193.85,0.156632623
3.42E-07,201195.751,0.175543007
3.42E-07,200709.877,0.311406547
3.42E-07,200716.2,0.391089819
3.42E-07,201195.1,0.154167346
3.42E-07,201198.28,0.171606842
3.42E-07,200711.516,0.308321704
3.42E-07,200716.759,0.395035629
1.01E-07,200395.283,0.192342663
1.01E-07,200395.432,0.209265097
1.01E-07,200395.496,0.189839523
1.01E-07,200396.328,0.196525224
1.01E-07,200397.805,0.235306109
1.01E-07,200403.744,0.299945157
1.01E-07,200400.104,0.21615618
1.01E-07,200405.745,0.286400422
1.75E-09,197017.321,0.647779117
2.00E-09,197183.63,0.631473801
4.03E-10,196642.338,0.834023282
4.43E-09,196367.873,0.712597904
4.62E-10,196331.919,0.887063335
5.07E-09,196045.653,0.695458217
2.00E-09,196951.474,0.720305672
2.00E-09,196007.964,0.950888662
4.62E-10,195725.308,0.972859633
5.07E-09,195338.032,0.775294204
4.62E-10,194520.498,1.13850891
5.07E-09,194137.395,0.975740235
2.00E-09,194379.731,1.1983464
2.00E-09,192560.098,1.38906116
4.62E-10,192906.419,1.30773186
5.07E-09,192605.723,1.17211993
4.62E-10,191430.235,1.43562581
5.07E-09,191101.103,1.3242853
2.00E-09,191013.455,1.51268454
2.00E-09,189875.187,1.57591854
4.62E-10,190220.644,1.51222748
5.07E-09,189905.2,1.42798452
4.62E-10,189394.105,1.54564355
5.07E-09,189124.197,1.4839594
2.00E-09,189093.889,1.60061049
2.00E-09,188597.846,1.60184366
4.62E-10,188835.82,1.55599945
5.07E-09,188596.289,1.50791089
4.62E-10,188483.038,1.55072743
5.07E-09,188260.802,1.51079432
2.00E-09,188313.201,1.58692196
2.00E-09,188053.83,1.56048443
4.62E-10,188240.506,1.53182567
5.07E-09,188065.694,1.49962468
4.62E-10,188039.678,1.50395957
5.07E-09,187878.969,1.47888487
2.00E-09,187910.347,1.52838303
2.00E-09,187785.704,1.49314225
4.62E-10,187896.843,1.4746483
5.07E-09,187768.654,1.45304825
4.62E-10,187787.706,1.44185038
5.07E-09,187669.643,1.42285316
2.00E-09,187679.671,1.45703433
2.00E-09,187590.609,1.42133879
4.62E-10,187689.354,1.40718751
5.07E-09,187584.348,1.389865
4.62E-10,187604.314,1.37145603
5.07E-09,187509.655,1.3553023
2.27E-09,195256.984,0.86159532
4.67E-09,195006.098,0.70780672
2.61E-09,194793.336,0.953102258
5.35E-09,194529.344,0.697429648
3.73E-09,193610.95,0.85695386
4.67E-09,193510.528,0.557843741
4.27E-09,193146.169,0.965408665
5.35E-09,192995.644,0.629414139
2.61E-09,193785.95,1.01394109
5.35E-09,193587.273,0.815413526
2.61E-09,192620.961,1.15873822
5.35E-09,192299.57,0.967544154
4.27E-09,192128.753,1.03809203
5.35E-09,191802.286,0.76733846
4.27E-09,191023.179,1.14842517
5.35E-09,190623.667,0.868558202
3.04E-11,192224.725,0.82486704
3.49E-11,191625.54,0.935966918
1.21E-10,190714.877,0.781030369
1.39E-10,190239.644,0.914634194
4.56E-09,192224.725,0.82486704
4.67E-09,191885.699,0.417227883
5.23E-09,191625.54,0.935966918
5.35E-09,191336.466,0.533631408
4.67E-09,190714.877,0.781030369
4.67E-09,190259.118,0.382764902
5.35E-09,190239.644,0.914634194
5.35E-09,189781.113,0.46887746
3.49E-11,190634.876,1.02031662
3.49E-11,189726.011,1.11462085
1.39E-10,189484.039,1.00011506
1.39E-10,188851.857,1.07702538
5.23E-09,190634.876,1.02031662
5.35E-09,190239.427,0.660096458
5.23E-09,189726.011,1.11462085
5.35E-09,189276.861,0.713900949
5.35E-09,189484.039,1.00011506
5.35E-09,188945.765,0.510159793
5.35E-09,188851.857,1.07702538
5.35E-09,188278.608,0.547696991
2.61E-09,191297.799,1.29359036
5.35E-09,190962.581,1.09882288
2.61E-09,190153.932,1.38431791
5.35E-09,189840.961,1.19588444
4.27E-09,189969.251,1.24744304
5.35E-09,189602.302,0.94165194
4.27E-09,189176.059,1.3183343
5.35E-09,188889.745,0.990136424
2.61E-09,189323.915,1.44075161
5.35E-09,189065.181,1.26062064
2.61E-09,188776.665,1.47154982
5.35E-09,188542.434,1.29589678
4.27E-09,188663.998,1.36370334
5.35E-09,188415.757,1.01912335
4.27E-09,188360.637,1.3890741
5.35E-09,188120.737,1.03712729
3.49E-11,189001.173,1.19008954
3.49E-11,188539.609,1.24105888
1.39E-10,188449.847,1.12553286
1.39E-10,188232.254,1.1620166
5.22E-09,189001.173,1.19008954
5.35E-09,188583.925,0.745298313
5.22E-09,188539.609,1.24105888
5.35E-09,188181.437,0.776693442
5.35E-09,188449.847,1.12553286
5.35E-09,187918.541,0.592028014
5.35E-09,188232.254,1.1620166
5.35E-09,187727.836,0.640549103
3.49E-11,188272.826,1.2729987
3.49E-11,188120.671,1.29139787
1.39E-10,188133.112,1.18288417
1.39E-10,188118.202,1.20666434
5.22E-09,188272.826,1.2729987
5.35E-09,187943.649,0.804904895
5.22E-09,188120.671,1.29139787
5.35E-09,187785.025,0.827284121
5.35E-09,188133.112,1.18288417
5.35E-09,187624.956,0.686927053
5.35E-09,188118.202,1.20666434
5.35E-09,187528.528,0.718869494
1.11E-11,189647.284,0.765120837
1.27E-11,189037.802,0.89194703
4.46E-09,189647.284,0.765120837
4.67E-09,188682.314,0.332769344
5.12E-09,189037.802,0.89194703
5.35E-09,188405.667,0.318900932
3.51E-09,188491.853,0.76252828
4.67E-09,187945.404,0.147858057
4.03E-09,188583.795,0.865709839
5.35E-09,187623.462,0.29352719
1.27E-11,188704.599,0.974689303
1.27E-11,188445.234,1.03274827
5.12E-09,188704.599,0.974689303
5.35E-09,187874.067,0.405151181
5.12E-09,188445.234,1.03274827
5.35E-09,187579.912,0.463376996
4.03E-09,188373.334,0.969303944
5.35E-09,187195.617,0.420648964
4.03E-09,188170.454,1.01503346
5.35E-09,187104.832,0.51405165
1.94E-09,188499.379,0.747304487
4.67E-09,187824.42,0.165249259
2.22E-09,188089.88,0.861907366
5.35E-09,187649.547,0.364622369
1.97E-10,188873.583,0.700133051
4.15E-09,188627.925,0.171376574
2.26E-10,188175.68,0.805419042
4.76E-09,188214.387,0.400784978
2.22E-09,187750.751,0.985472875
5.35E-09,187316.176,0.552011895
2.22E-09,187625.064,1.03680945
5.35E-09,187228.786,0.659478066
2.26E-10,187802.024,0.954612724
4.76E-09,187761.993,0.633137821
2.26E-10,187567.012,1.02048255
4.76E-09,187510.764,0.771442855
1.27E-11,188325.733,1.06536038
1.27E-11,188206.093,1.09682262
5.12E-09,188325.733,1.06536038
5.35E-09,187422.073,0.534120624
5.12E-09,188206.093,1.09682262
5.35E-09,187307.353,0.591910864
4.03E-09,188027.982,1.04981125
5.35E-09,187098.184,0.576421764
4.03E-09,187963.57,1.07062329
5.35E-09,187129.25,0.632935628
1.27E-11,188172.071,1.11719199
1.27E-11,188087.608,1.14376519
5.12E-09,188172.071,1.11719199
5.35E-09,187276.244,0.638786447
5.12E-09,188087.608,1.14376519
5.35E-09,187238.289,0.664737408
4.03E-09,187918.306,1.08795061
5.35E-09,187228.451,0.676057333
4.03E-09,187853.501,1.10568264
5.35E-09,187322.76,0.708247973
2.22E-09,187664.153,1.05447585
5.35E-09,187287.13,0.712339085
2.22E-09,187733.943,1.05904919
5.35E-09,187404.834,0.743277002
2.26E-10,187573.572,1.02938337
4.76E-09,187484.256,0.817103082
2.26E-10,187680.452,1.02760936
4.76E-09,187585.67,0.825827815
2.22E-09,187783.22,1.06327054
5.35E-09,187480.157,0.77612799
2.22E-09,187802.251,1.06873157
5.35E-09,187520.332,0.807681587
2.26E-10,187766.81,1.02664906
4.76E-09,187659.712,0.840402052
2.26E-10,187824.647,1.02787809
4.76E-09,187711.569,0.859679652
2.61E-09,188449.613,1.48425723
5.35E-09,188233.044,1.30845641
2.61E-09,188213.098,1.48483444
5.35E-09,188016.174,1.30793511
4.27E-09,188142.445,1.4002784
5.35E-09,187911.321,1.04460183
4.27E-09,187986.834,1.40147384
5.35E-09,187777.062,1.04343744
2.61E-09,188038.99,1.47691114
5.35E-09,187860.569,1.29788596
2.61E-09,187908.074,1.4589947
5.35E-09,187734.668,1.28094012
4.27E-09,187863.168,1.39623217
5.35E-09,187666.132,1.03850486
4.27E-09,187764.664,1.38486376
5.35E-09,187578.113,1.030345
3.49E-11,187991.302,1.30594927
3.49E-11,187882.624,1.30930738
1.39E-10,187987.706,1.22278374
1.39E-10,187891.228,1.23227272
5.22E-09,187991.302,1.30594927
5.35E-09,187671.27,0.840713472
5.22E-09,187882.624,1.30930738
5.35E-09,187577.516,0.847207017
5.35E-09,187987.706,1.22278374
5.35E-09,187485.023,0.733577103
5.35E-09,187891.228,1.23227272
5.35E-09,187430.757,0.745880605
3.49E-11,187785.888,1.30950846
3.49E-11,187702.022,1.30185499
1.39E-10,187805.558,1.23563484
1.39E-10,187730.255,1.23341341
5.22E-09,187785.888,1.30950846
5.35E-09,187501.067,0.846064941
5.22E-09,187702.022,1.30185499
5.35E-09,187434.51,0.845255643
5.35E-09,187805.558,1.23563484
5.35E-09,187375.922,0.748278849
5.35E-09,187730.255,1.23341341
5.35E-09,187322.719,0.751726085
2.61E-09,187779.178,1.43494941
5.35E-09,187638.333,1.25976767
2.61E-09,187691.922,1.40889248
5.35E-09,187559.266,1.23470332
4.27E-09,187678.622,1.36715009
5.35E-09,187504.057,1.01874931
4.27E-09,187597.617,1.34534439
5.35E-09,187439.499,1.00408082
2.61E-09,187610.397,1.37969205
5.35E-09,187491.492,1.20691164
2.61E-09,187537.667,1.3482309
5.35E-09,187430.539,1.17722243
4.27E-09,187532.975,1.32105962
5.35E-09,187383.63,0.986550189
4.27E-09,187471.569,1.29412903
5.35E-09,187333.056,0.966924026
3.49E-11,187632.156,1.29150117
3.49E-11,187560.851,1.27374591
1.39E-10,187657.29,1.2261846
1.39E-10,187593.908,1.2126913
5.22E-09,187632.156,1.29150117
5.35E-09,187378.339,0.839651347
5.22E-09,187560.851,1.27374591
5.35E-09,187328.928,0.834838863
5.35E-09,187657.29,1.2261846
5.35E-09,187276.89,0.748896629
5.35E-09,187593.908,1.2126913
5.35E-09,187235.964,0.746523488
3.49E-11,187502.818,1.25532483
3.49E-11,187448.334,1.23469416
1.39E-10,187531.151,1.20341203
1.39E-10,187475.711,1.18532653
5.22E-09,187502.818,1.25532483
5.35E-09,187287.368,0.824867923
5.22E-09,187448.334,1.23469416
5.35E-09,187249.621,0.812550677
5.35E-09,187531.151,1.20341203
5.35E-09,187198.436,0.736022374
5.35E-09,187475.711,1.18532653
5.35E-09,187164.101,0.72518221
1.27E-11,187967.091,1.15943018
1.27E-11,187887.009,1.17245447
5.12E-09,187967.091,1.15943018
5.35E-09,187277.561,0.686024661
5.12E-09,187887.009,1.17245447
5.35E-09,187266.984,0.702496982
4.03E-09,187804.953,1.11763449
5.35E-09,187372.701,0.737171125
4.03E-09,187757.959,1.12594432
5.35E-09,187369.542,0.758540695
1.27E-11,187810.703,1.17610129
1.27E-11,187737.015,1.17896165
5.12E-09,187810.703,1.17610129
5.35E-09,187243.176,0.717933295
5.12E-09,187737.015,1.17896165
5.35E-09,187209.056,0.726661543
4.03E-09,187705.855,1.13139005
5.35E-09,187349.293,0.775101991
4.03E-09,187653.475,1.13336947
5.35E-09,187323.049,0.785852857
2.22E-09,187793.334,1.07525781
5.35E-09,187534.71,0.835802386
2.22E-09,187762.539,1.08088219
5.35E-09,187521.917,0.857426539
2.26E-10,187839.324,1.03182597
4.76E-09,187725.416,0.879471012
2.26E-10,187828.203,1.03599138
4.76E-09,187717.265,0.897084092
2.22E-09,187720.683,1.08546677
5.35E-09,187500.51,0.873681414
2.22E-09,187675.504,1.08747204
5.35E-09,187473.627,0.884755969
2.26E-10,187795.581,1.03976518
4.76E-09,187690.992,0.910580905
2.26E-10,187754.187,1.04166736
4.76E-09,187659.72,0.919558476
1.27E-11,187665.597,1.17397976
1.27E-11,187606.109,1.16770042
5.12E-09,187665.597,1.17397976
5.35E-09,187161.717,0.735491056
5.12E-09,187606.109,1.16770042
5.35E-09,187146.33,0.737696407
4.03E-09,187603.148,1.13159354
5.35E-09,187303.199,0.791972515
4.03E-09,187557.645,1.12633006
5.35E-09,187286.307,0.795601064
1.27E-11,187551.733,1.15698957
1.27E-11,187494.761,1.14016983
5.12E-09,187551.733,1.15698957
